"id";"ELEVATION";"NAME";"FNAME";"STATION_TYP";"T";"SRA";"SCE";"SCEa";"SSV";"P";"F";"RGLB";"X";"Y";"nut3";"nam";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";"params"
"H2ORLZ01";690;"OrlickÈ Z·ho¯Ì";"OrlickÈ Z·ho¯Ì";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.468455;50.280707;"Kralovehradecky";"Kralovehradecky/H2ORLZ01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2POLO01";747.24;"Polom";"Polom, SedloÚov";"AMS";TRUE;"SRA";"SCE";"";"SSV";"P";FALSE;"";16.322222;50.350278;"Kralovehradecky";"Kralovehradecky/H2POLO01";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"H2ROKY01";577;"Rokytnice v Orlic.hor·ch";"Rokytnice v Orlic.hor·ch";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";16.460258;50.164432;"Kralovehradecky";"Kralovehradecky/H2ROKY01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H2RYCH01";335;"Rychnov nad KnÏûnou";"Rychnov nad KnÏûnou";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";16.270033;50.164879;"Kralovehradecky";"Kralovehradecky/H2RYCH01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H2SLAZ01";401;"Slatina nad ZdobnicÌ";"Slatina nad ZdobnicÌ";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";16.3875;50.1375;"Kralovehradecky";"Kralovehradecky/H2SLAZ01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2USTI01";401.7;"⁄stÌ nad OrlicÌ";"⁄stÌ nad OrlicÌ";"AMS1";TRUE;"SRA";"SCE";"";"SSV";"P";FALSE;"";16.422222;49.980278;"Pardubicky";"Pardubicky/H2USTI01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"H2ZAMB01";405;"éamberk";"éamberk";"AKS2";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";16.45477;50.069195;"Pardubicky";"Pardubicky/H2ZAMB01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H2ZDOB01";671;"Zdobnice";"Zdobnice";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";16.408505;50.247678;"Kralovehradecky";"Kralovehradecky/H2ZDOB01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3BAHN01";420;"Bahno";"Bahno";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.234033;49.866846;"Stredocesky";"Stredocesky/H3BAHN01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3BEST01";333;"BÏstvina";"BÏstvina, Pa¯Ìûov";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.569633;49.829595;"Pardubicky";"Pardubicky/H3BEST01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3BROU01";373;"Broumov";"Broumov";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";16.343617;50.569966;"Kralovehradecky";"Kralovehradecky/H3BROU01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3CASL01";251;"»·slav";"»·slav, NovÈ mÏsto";"AKS3";TRUE;"SRA";"SCE";"";"";"";NA;"";15.394281;49.901675;"Stredocesky";"Stredocesky/H3CASL01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3DOBC01";275;"Dob¯enice";"Dob¯enice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.638309;50.143231;"Kralovehradecky";"Kralovehradecky/H3DOBC01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3DYMO01";208;"Dymokury";"Dymokury";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.201165;50.248346;"Stredocesky";"Stredocesky/H3DYMO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3GAJE01";515;"Gajer";"Gajer, Janov";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";16.410023;49.821051;"Pardubicky";"Pardubicky/H3GAJE01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3HAMR01";605;"Hamry";"Hamry";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.914045;49.738323;"Pardubicky";"Pardubicky/H3HAMR01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3HERM01";275;"He¯man˘v MÏstec";"He¯man˘v MÏstec";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.673986;49.946639;"Pardubicky";"Pardubicky/H3HERM01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3HOLO01";321;"Holovousy";"Holovousy";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";15.57805;50.376952;"Kralovehradecky";"Kralovehradecky/H3HOLO01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3HRAD01";278;"Hradec Kr·lovÈ";"Hradec Kr·lovÈ, Nov˝ Hradec Kr·lovÈ";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"P";FALSE;"RGLB_D";15.838452;50.177649;"Kralovehradecky";"Kralovehradecky/H3HRAD01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"H3HRTY01";241;"Hroch˘v T˝nec";"Hroch˘v T˝nec";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.909774;49.962057;"Pardubicky";"Pardubicky/H3HRTY01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3HRUS01";291;"Hruöov·";"Hruöov·";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";16.19522;49.916517;"Pardubicky";"Pardubicky/H3HRUS01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3CHLM01";213;"Chlumec nad Cidlinou";"Chlumec nad Cidlinou, LuËice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.462251;50.137135;"Kralovehradecky";"Kralovehradecky/H3CHLM01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3CHTU01";238.2;"Chotusice";"Chotusice, letiötÏ";"AMS";TRUE;"SRA";"SCE";"";"SSV";"P";FALSE;"";15.386389;49.940833;"Stredocesky";"Stredocesky/H3CHTU01";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"H3JICI01";283;"JiËÌn";"JiËÌn";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"P";FALSE;"";15.352626;50.439511;"Kralovehradecky";"Kralovehradecky/H3JICI01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"H3KONA01";209;"Kon·rovice";"Kon·rovice";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.284988;50.03844;"Stredocesky";"Stredocesky/H3KONA01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3KRIZ01";432;"K¯iûanovice";"K¯iûanovice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.774205;49.865999;"Pardubicky";"Pardubicky/H3KRIZ01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3KRUC01";559;"Krucemburk";"Krucemburk";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.844811;49.688077;"Vysocina";"Vysocina/H3KRUC01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3KUTH01";260;"Kutn· Hora";"Kutn· Hora, Sedlec";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.288261;49.965934;"Stredocesky";"Stredocesky/H3KUTH01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3LBEL01";299;"L·znÏ BÏlohrad";"L·znÏ BÏlohrad";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";15.588567;50.427437;"Kralovehradecky";"Kralovehradecky/H3LBEL01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H3LIBA01";240;"Lib·Ú";"Lib·Ú";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.214447;50.370822;"Kralovehradecky";"Kralovehradecky/H3LIBA01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3LIBC01";425;"Libice nad Doubravou";"Libice nad Doubravou";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";15.704862;49.744164;"Vysocina";"Vysocina/H3LIBC01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H3LICO01";335;"LicomÏ¯ice";"LicomÏ¯ice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.551646;49.914705;"Pardubicky";"Pardubicky/H3LICO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3LUBN01";560;"Lubn·";"Lubn·";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";16.190554;49.773006;"Pardubicky";"Pardubicky/H3LUBN01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3MOKO01";255;"MokoöÌn";"MokoöÌn";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";15.56668;50.016395;"Pardubicky";"Pardubicky/H3MOKO01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3NBYD01";232;"Nov˝ Bydûov";"Nov˝ Bydûov";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";15.497443;50.237553;"Kralovehradecky";"Kralovehradecky/H3NBYD01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H3NECH01";245;"Nechanice - Lubno";"Nechanice - Lubno";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.659823;50.242972;"Kralovehradecky";"Kralovehradecky/H3NECH01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3NHRA01";400;"NovÈ Hrady";"NovÈ Hrady";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";16.147668;49.850201;"Pardubicky";"Pardubicky/H3NHRA01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3PARD01";224.21;"Pardubice";"Pardubice, letiötÏ";"AMS";TRUE;"SRA";"SCE";"";"SSV";"P";FALSE;"";15.740273;50.016111;"Pardubicky";"Pardubicky/H3PARD01";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"H3PODE01";189;"PodÏbrady";"PodÏbrady";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";15.133554;50.140503;"Stredocesky";"Stredocesky/H3PODE01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"H3RADO01";227;"Radovesnice II.";"Radovesnice II.";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";15.368164;50.106526;"Stredocesky";"Stredocesky/H3RADO01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H3SECA01";529;"SeË";"SeË";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";15.6479;49.844725;"Pardubicky";"Pardubicky/H3SECA01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3SKUT01";457;"SkuteË";"SkuteË";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";15.996153;49.834947;"Pardubicky";"Pardubicky/H3SKUT01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H3SLAT01";254;"Slatiny";"Slatiny, MilÌËeves";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.393348;50.379018;"Kralovehradecky";"Kralovehradecky/H3SLAT01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3SVOD01";240;"Hradec Kr·lovÈ";"Hradec Kr·lovÈ, SvobodnÈ Dvory";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";15.787769;50.222602;"Kralovehradecky";"Kralovehradecky/H3SVOD01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3SVRA01";734;"Svratouch";"Svratouch";"AMS1";TRUE;"SRA";"SCE";"";"SSV";"P";FALSE;"RGLB_D";16.034167;49.735;"Pardubicky";"Pardubicky/H3SVRA01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"H3TRST01";435;"TrstÏnice";"TrstÏnice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.341265;49.807087;"Pardubicky";"Pardubicky/H3TRST01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3VMYT01";278;"VysokÈ M˝to";"VysokÈ M˝to";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.167796;49.962009;"Pardubicky";"Pardubicky/H3VMYT01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3VYSC01";548;"VysoËina";"VysoËina, JanËou¯";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.822131;49.755424;"Pardubicky";"Pardubicky/H3VYSC01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3ZBYS01";490;"Zb˝öov";"Zb˝öov, DobrovÌtov";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";15.329835;49.78686;"Stredocesky";"Stredocesky/H3ZBYS01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H3ZEHU01";204;"éehuÚ";"éehuÚ";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.287765;50.133757;"Stredocesky";"Stredocesky/H3ZEHU01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H4DDHP01";875;"DolnÌ Dv˘r";"DolnÌ Dv˘r, Hanapetrova paseka";"ASNS";TRUE;"";"";"SCEa";"";"";NA;"";15.654731;50.676074;"Kralovehradecky";"Kralovehradecky/H4DDHP01";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"H4LUIS01";875;"Luisino ˙dolÌ";"Luisino ˙dolÌ, DeötnÈ v Orlick˝ch hor·ch";"ASNS";TRUE;"";"";"SCEa";"";"";NA;"";16.38829;50.287003;"Kralovehradecky";"Kralovehradecky/H4LUIS01";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"H4SUVR01";995;"Such˝ vrch";"Such˝ vrch";"ASNS";TRUE;"";"";"SCEa";"";"";NA;"";16.693368;50.049859;"Pardubicky";"Pardubicky/H4SUVR01";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"H7SNEZ01";1602;"SnÏûka";"SnÏûka, Poötovna";"AMS3";NA;"";"";"";"";"";NA;"";15.740278;50.735833;"Kralovehradecky";"Kralovehradecky/H7SNEZ01";"tmax";"tavg";"tmin";"humid";NA;NA;NA;"wind";NA;5
"L1BORO01";651;"Borovno";"Borovno, MÌöov";"ASS";NA;"SRA";"";"";"";"";NA;"";13.727867;49.623944;"Plzensky";"Plzensky/L1BORO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1CACH01";729;"»achrov";"»achrov";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";13.301694;49.264136;"Plzensky";"Plzensky/L1CACH01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1CERCTT";1016;"»erchov";"»erchov, »erchov";"TOTAL";NA;"";"";"";"";"";NA;"";12.785182;49.384633;"Plzensky";"Plzensky/L1CERCTT";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"L1CKUB01";549;"»esk· Kubice";"»esk· Kubice";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";12.857804;49.367941;"Plzensky";"Plzensky/L1CKUB01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1DNES01";370;"Dneöice";"Dneöice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.267176;49.601684;"Plzensky";"Plzensky/L1DNES01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1DOMA01";458;"Domaûlice";"Domaûlice";"AKS1";TRUE;"SRA";"SCE";"";"";"";FALSE;"";12.922385;49.444716;"Plzensky";"Plzensky/L1DOMA01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L1HOJS01";866;"éelezn· Ruda";"éelezn· Ruda, Hojsova Str·û";"AKS1";TRUE;"SRA";"SCE";"SCEa";"SSV";"";FALSE;"";13.197146;49.212473;"Plzensky";"Plzensky/L1HOJS01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L1HTYN01";374;"Horöovsk˝ T˝n";"Horöovsk˝ T˝n";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";12.943746;49.528213;"Plzensky";"Plzensky/L1HTYN01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1CHUD01";490;"Chudenice";"Chudenice";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";13.176421;49.465452;"Plzensky";"Plzensky/L1CHUD01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1JEZHTT";1343;"JezernÌ hora";"JezernÌ hora";"TOTAL";NA;"";"";"";"";"";NA;"";13.184692;49.168686;"Plzensky";"Plzensky/L1JEZHTT";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"L1KDYN01";475;"KdynÏ";"KdynÏ";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.045733;49.393642;"Plzensky";"Plzensky/L1KDYN01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1KLAT01";421;"Klatovy";"Klatovy";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";13.303016;49.39042;"Plzensky";"Plzensky/L1KLAT01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"L1LIBK01";574;"Libkov";"Libkov";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.135593;49.366344;"Plzensky";"Plzensky/L1LIBK01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"L1LOVC01";597;"LovËice";"LovËice, Kvasetice";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";13.493545;49.402384;"Plzensky";"Plzensky/L1LOVC01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1LUZA01";358;"Luûany";"Luûany";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.317522;49.54908;"Plzensky";"Plzensky/L1LUZA01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1MARATT";782;"Mar·sek";"Mar·sek, Mar·sek na B˘rku";"TOTAL";NA;"";"";"";"";"";NA;"";13.73075;49.58855;"Plzensky";"Plzensky/L1MARATT";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"L1NEPO01";471;"Nepomuk";"Nepomuk";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";13.589389;49.486924;"Plzensky";"Plzensky/L1NEPO01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L1NETU01";464;"Netunice";"Netunice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.432035;49.61559;"Plzensky";"Plzensky/L1NETU01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1NEZV01";371;"NezvÏstice";"NezvÏstice";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";13.528521;49.635765;"Plzensky";"Plzensky/L1NEZV01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1NYRS01";451;"N˝rsko";"N˝rsko";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.145794;49.294244;"Plzensky";"Plzensky/L1NYRS01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1PANCTT";1189;"PancÌ¯";"PancÌ¯";"TOTAL";NA;"";"";"";"";"";NA;"";13.252276;49.17722;"Plzensky";"Plzensky/L1PANCTT";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"L1PIVO01";619;"PivoÚ";"PivoÚ";"ASS";NA;"SRA";"";"";"";"";NA;"";12.741932;49.490754;"Plzensky";"Plzensky/L1PIVO01";NA;NA;NA;NA;"prec";NA;NA;NA;NA;1
"L1PLMI01";359.8;"PlzeÚ";"PlzeÚ, Mikulka";"AMS1";TRUE;"SRA";"SCE";"";"SSV";"P";FALSE;"RGLB_D";13.378889;49.764722;"Plzensky";"Plzensky/L1PLMI01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"L1PLZB01";331;"PlzeÚ";"PlzeÚ, Bolevec";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";13.386411;49.788378;"Plzensky";"Plzensky/L1PLZB01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L1SEC001";398;"SeË";"SeË";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.506002;49.587397;"Plzensky";"Plzensky/L1SEC001";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1SPIC01";945;"éelezn· Ruda";"éelezn· Ruda, äpiË·k";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.231136;49.177061;"Plzensky";"Plzensky/L1SPIC01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;NA;NA;6
"L1SPOR01";420;"Sp·lenÈ Po¯ÌËÌ";"Sp·lenÈ Po¯ÌËÌ";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.604538;49.615175;"Plzensky";"Plzensky/L1SPOR01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1STAN01";362;"StaÚkov";"StaÚkov";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";13.067369;49.552537;"Plzensky";"Plzensky/L1STAN01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L1STOD01";337;"Stod";"Stod";"ASS";NA;"SRA";"";"";"";"";NA;"";13.166901;49.639696;"Plzensky";"Plzensky/L1STOD01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1STRA01";477;"Str·ûov";"Str·ûov";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.246905;49.30562;"Plzensky";"Plzensky/L1STRA01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1TRHA01";471;"Trhanov";"Trhanov, Chodov";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";12.83535;49.41688;"Plzensky";"Plzensky/L1TRHA01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1VSER01";445;"Vöeruby";"Vöeruby";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";12.984558;49.343917;"Plzensky";"Plzensky/L1VSER01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1ZINK01";459;"éinkovy";"éinkovy";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.497252;49.478113;"Plzensky";"Plzensky/L1ZINK01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1ZIVO01";484;"éivotice";"éivotice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.681495;49.470036;"Plzensky";"Plzensky/L1ZIVO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1ZRUD01";754;"éelezn· Ruda";"éelezn· Ruda";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";13.228729;49.138245;"Plzensky";"Plzensky/L1ZRUD01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2BELA01";511;"éelezn·";"éelezn·";"ASS";NA;"SRA";"";"";"";"";NA;"";12.581084;49.583431;"Plzensky";"Plzensky/L2BELA01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2BEZV01";699;"BezvÏrov";"BezvÏrov";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";13.054363;49.993664;"Plzensky";"Plzensky/L2BEZV01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2BORT01";471;"Bor";"Bor";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";12.770725;49.710653;"Plzensky";"Plzensky/L2BORT01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2DARM01";442;"StarÈ Sedlo";"StarÈ Sedlo, Darmyöl";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";12.879505;49.643292;"Plzensky";"Plzensky/L2DARM01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2DOBR01";417;"Dob¯Ìv";"Dob¯Ìv";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.689215;49.717616;"Plzensky";"Plzensky/L2DOBR01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2DYLE01";939;"DyleÚ";"DyleÚ";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";12.502849;49.968079;"Karlovarsky";"Karlovarsky/L2DYLE01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"L2HBEL01";513;"HornÌ BÏl·";"HornÌ BÏl·, Vrtbo";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.248312;49.884347;"Plzensky";"Plzensky/L2HBEL01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2HERM01";407;"He¯manov";"He¯manov";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";13.57133;50.148529;"Stredocesky";"Stredocesky/L2HERM01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"L2HOLO01";433;"Holoubkov";"Holoubkov, Medov˝ ⁄jezd";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.71137;49.77498;"Plzensky";"Plzensky/L2HOLO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2HROM01";336;"Hromnice";"Hromnice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.445309;49.848142;"Plzensky";"Plzensky/L2HROM01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2KONL01";530;"Konstantinovy L·znÏ";"Konstantinovy L·znÏ";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";12.975956;49.884787;"Plzensky";"Plzensky/L2KONL01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L2KOUN01";418;"Kounov";"Kounov";"ASS";NA;"SRA";"";"";"";"";NA;"";13.672193;50.214902;"Stredocesky";"Stredocesky/L2KOUN01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2KRAL01";449;"Kralovice";"Kralovice";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";13.494007;49.981823;"Plzensky";"Plzensky/L2KRAL01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L2KRAU01";650;"Kr·snÈ ⁄dolÌ";"Kr·snÈ ⁄dolÌ";"AKS1";TRUE;"SRA";"SCE";"SCEa";"SSV";"";FALSE;"";12.920958;50.071286;"Karlovarsky";"Karlovarsky/L2KRAU01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L2KVES01";405;"Karlova Ves";"Karlova Ves";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";13.861277;49.990212;"Stredocesky";"Stredocesky/L2KVES01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2LIBL01";299;"LiblÌn";"LiblÌn";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";13.5451;49.916487;"Plzensky";"Plzensky/L2LIBL01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
